id,text,target,language,set,HS,TR,AG
32387,"@BreitbartNews You heard the guy. Everyone go home and if some rapefugee stabs you, it's in the name of diversity. #WokeMerkel",mig,en,test,1,0,1
32899,Learn from Most of #Europe that's been #Invaded by Mostly Muslims! Then look at #Italy #Poland & others who Elected Politicians to #StopImmigration & #DeportIllegals #Sweden & #Germany now trying to Reverse the Huge Mistakes of Unlimited Migration of ppl who Refuse to #Assimilate,mig,en,test,1,0,0
31045,@AngelLight2U A freaking bus ticket to Tijuana is the only thing we should be buying for illegals. #SendThemBack,mig,en,test,1,0,1
31373,"Animals. Pure and simple. They are not to blame for where they were born or how they were raised but, as adult men who have escaped their homeland, they alone are responsible for how they act during each & every moment after crossing the border. Period. #sendthemback",mig,en,test,1,0,1
31590,@globalnews #SendThemHome we do not need those #Students here in #Canada,mig,en,test,1,0,0
30082,The fight against the Great Replacement/Refugee Crisis has begun. Germans protested and fought counter protesters today. Spain sent back a bunch of migrants and Europe no longer wants refugees. Good job Europe! #FightBack #WhiteGenocide #RefugeesNotWelcome,mig,en,test,1,0,0
34207,"@disolis Good Job @ICEgov More Raids Needed ! Illegal Aliens Do not have a Right to Invade the U.S Use Stolen IDs and SSN , Take Jobs From Citizens, lower wages ,over crowd Schools and abuse Resources #SendthemBack",mig,en,test,1,0,1
30042,"""@USAToday Corrected Title """"Illegals caused their own probelms by bringing their kids to commit a crime of invading the U.S !"""" They need to learn how to follow the law and come LEGALLY! Problem Solve #SendThemHome #Trump #MAGA #Immigration #No1MoreIllegal""",mig,en,test,1,0,1
30563,"""""""Fascists bastards, Salvini and all you people I spit in your face"""" the cultural enrichment of immigration.#stopimmigration #Salvini""",mig,en,test,1,0,0
30097,"""@debbie1ala @AustLiberty @OzraeliAvi 100% agreed. These are illegal aliens, not immigrants. Boat people are a sugar-coated way of putting it. It scares me that many Australians on Twitter still think its okay for these """"immigrants"""" to just turn up. #sendthemback""",mig,en,test,1,0,0
31481,"#Germany : THOUSANDS #protest after #Muslim #migrants #murder German man, #Merkel condemns protests #ReligionOfPeace #BanSharia #NoOpenBorders #SendThemBack#EnoughIsEnough #StopHijrah NOW!!! #NoRapeCulture #NoZoophilesCultutre SEND THEM BACK NOW!!!",mig,en,test,1,0,0
32594,"@OnlineMagazin @joker101Iloveit #Germany @DFB_Team_EN @GermanyDiplo here is a nice Rapefugee telling everyone how much he loves his new house, car, 3k euros, and all the white women he can have in germany.",mig,en,test,1,0,1
33086,@OnlineMagazin I'm not for hitting children but this rugrat is the exceptionsend his mini muslim ass to Turkey if it's so great!!#CloseTheBorders #SendThemBack #BanIslam #BanMuslims,mig,en,test,1,1,1
33593,Angry Entitled Islamic Migrants Attack Taxpayer Anti-Immigrant Party Member at Swedish Rally Muslim Mob Chases Swedes in their Own County. #Multiculturalism #failure #Sverige #Sweden #DeportThemAll #borderbrawl #gohomebabel,mig,en,test,1,0,1
31998,Germany: Refugee sentenced to 8 years and 6 months for teen murder.#deportThemAll #deportMuslimFreeloaders #DeportAfricanFreeloaders #deportMuslimMigrants #deportAfricanMigrants #deportAfricanRefugees,mig,en,test,1,0,1
33395,"@JacquelynCalver @4YrsToday @Rhiannnonn Yep, five #Libtarded countries that opened borders for Rapefugee Savages and are blaming their own women and girls for being raped, nice try, #AmericaFirst #WalkAway #MAGA2018 #LiberalismIsAMentalDisease",mig,en,test,0,0,0
32751,Thousands rally in Germany for migrant rescue missions.Idiots! #deportThemAll #deportAfricans #deportMuslimFreeloaders #destroyQuran #destroyDeathCult #IslamNotReligion #destroyMosques #banSharia #banHijab #banBurka,mig,en,test,1,0,1
30953,@LauraLoomer Bye! Get the fuck out! GO! GO!!! Bye Felicia with your stupid sharia-loving ass!!! GO!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!#SendThemBack #AgainstShariaLaw #BuildTheDamnWall #Chemitz #Brexit,mig,en,test,1,0,1
32409,"The Nature of the Hispanic is to Abuse, Corrupt and Subvert!!All Anchors must Go. And the 14th Amendment Retroactively Clarified.#DeportThemAll #BuildTheWall #MAWA #MAGA #AmericaFirst #USA#TrumpTrain #CCOT #WhiteGenocide @RepGosar @RepAndyBiggsAZ",mig,en,test,1,0,0
34388,"Of course the Toronto attack is a cover up! God forbid the public know what chaos, terror & destruction CULT Muslims are ACTUALLY bringing into our countries by the thousands!Papers say poor Muslim immigrants!I say poor citizens that built these countries!#SendThemBack",mig,en,test,1,0,1
33589,Study: Nearly half of White working-class Americans say that they feel like strangers in our own country: #IllegalImmigration #VisaOverstays #WhiteGenocide #jobs #work #U3 #U6 #AmericaFirst #WhitePeople #HartCellerAct,mig,en,test,1,0,0
31101,"Some separated children in US opt to join their deported parents - but if they didn't come in through the front door, they shouldn't have a choice. #SendThemBack",mig,en,test,1,0,1
33308,"@TheNYevening What do you expect from a woman beating, goat fucking paedophile worshipper?!?!?!#BanMuslims #BanIslam #CloseTheFuckingBorders #SendThemBack to their shitholes!!",mig,en,test,1,0,1
34136,Happy #LaborDay to All LEGAL American Workers ! Shame on Illegal Workers who Steal SSN and IDs to Take #Jobs From Americans and lower Wages #MAGA #SendThemBack #laborday,mig,en,test,1,0,0
33751,"They all made false statements that they were U.S. citizens- submitted fraudulent Social Security cards, driver's licenses and state ID cards - to their employers to take #jobs From LEGAL Workers #LaborDay #laborday #MAGA #SendThemHome #HireAmericans",mig,en,test,1,0,1
30160,Here's some #elite #globalist #Jews plotting to take-over #Poland.You can't make this stuff up. #EU #Europe #Zionism #Judaism #AntiWhite #globalism #leftism #OpenBorders #IllegalImmigration #CulturalSubversion #nationalism #Jewish #NWO,mig,en,test,1,0,0
34164,"#Bulgaria doing it the way it should be done. #illegalaliens try to enter, #IllegalAliens are put in a #pinebox",mig,en,test,1,0,1
31387,@AdamBandt if its gets you upset - Hes the best man for the job.#gohome #strongborders #sendthemback,mig,en,test,1,0,1
30744,"Akin to rape victims apologizing to the refugee rapists in EuropeIt's just wrongIf you cannot name the problem, you can't solve the problemThis father is very misguidedAnd it's wrong of the father to blame America for the actions of #IllegalAliens",mig,en,test,1,0,0
30883,"yeah, she says that until some #rapefugee boots walks all over her. note, that is #racist of her to wish for the demise of a race. its not ok.",mig,en,test,0,0,0
31630,Ungrateful Rapefugee In Stabbing Of Americans Believes Dutch Insult Islam,mig,en,test,1,0,1
31793,"Debunking the myth of economic prosperity through #MassImmigration and #IllegalImmigration of non-Whites into White, Western nations: #money #jobs #U6 #ReplacementMigration #WhiteGenocide",mig,en,test,1,0,0
31578,We need to show people more of what's really happening in the EU countries who have open borders! @FoxNews @marklevinshow @realDonaldTrump @POTUS @CivilRights @DHSgov #BuildThatWall #WakeUpAmerica @GOP #MAGA #TuesdayThoughts,mig,en,test,1,0,0
31978,There will be a Cronulla Roits 2 in Melbourne. #wearesickofit #sendthemhome,mig,en,test,1,0,1
33506,Jihadists in action more reason to #sendthemback #Auspol @ScottMorrisonMP @AustLiberty @OzraeliAvi,mig,en,test,1,0,0
30768,Tired of Forced UN Multiculturalism and Rape Gangs in Stockholm: Swedens Anti-Muslim Refugee Party Set For Record Wins As Election Days Away. #DeportIllegalimmigrants #DeportThemAll #GoHome,mig,en,test,1,0,1
34588,"Middle finger to the feds, kill them all if I could via @newscomauHQ #auspol #africangangs #sendthemback",mig,en,test,1,0,1
34010,"""A Sicilian police commissioner was attacked in his own home by a Gambian, who was granted asylum due to him being """"underage."""" I thought these poor child refugees fleeing the horrors of war were unable to commit crimes!#DeportThemAll""",mig,en,test,1,0,1
34443,"@NathjaT @cher Ah I see. You're from the under belly of EU, and worried about Trump? Maybe you should be more worried about getting acid thrown on your face by a rapefugee.",mig,en,test,1,0,1
32096,#BanRapefugees #BanIslamInTheUS Ten-Year-Old German Boy Raped by Migrant Classmates on School Trip via @BreitbartNews,mig,en,test,1,0,0
32340,Even muslim children are pieces of shit. #deportthemall #nomuslimcanbetrusted #fuckislam!,mig,en,test,1,0,1
31575,@AMike4761 You know what? FUCK MUSLIM STUDENTS!!!! #SendThemBack #IHateShariaLaw,mig,en,test,1,0,1
30079,@JoShawTx @a_meluzzi #BanMuslims #BanIslam #SendThemBack to their shitholes!! #CloseTheBorders,mig,en,test,1,0,1
31955,@DVATW @AnnCoulter You have lost your country #stoptheinvasion,mig,en,test,0,0,0
30187,"Think about that folks, keep them out of USA @potus @realDonaldTrump #BuildTheWall #LockHerUp #EndDACA",mig,en,test,1,0,1
34292,"@RF_OSCE Little known fact: former USSR part of Germany does not enjoy high wages, wealth building as West Germany does. The people are FED UP & this immigrant Rapefugee INVASION is pushing their wages down rather than UP. Germans in general=FED UP w/ Berlin & EU",mig,en,test,1,0,1
32700,"@infowars Bet ya that assad would love to have them all back, give his henchmen a overload of work. They attack the ppl of the Countries good enough to take them in! Ungrateful currs! The war in Syria is almost over so they should be sent back!! #SendThemHome",mig,en,test,1,0,1
30717,99% Of Illegal Alien AnchorBabies Birth is Paid by Medicaid 73% of Illegal Household on Welfare Ripping off US Taxpayers #Trump #MAGA #WalkAway #SendThemBack #Immigration via @BreitbartNews,mig,en,test,1,0,1
31587,The U.S is $21 Trillion in Debt we cant Import the Poor and give them Welfare #Trump #MAGA #SendThemBack #Immigration #RedNationRising via @BreitbartNews,mig,en,test,1,0,1
31332,"@raymserrato As long as you are not a knife migrant or rapefugee, and have assimilated into German society, you will be safe. Anything else is radical leftist / globalist hyperbole and we already have most major media outlets (including YouTube) doing that and censoring the right/center.",mig,en,test,1,0,0
34231,.I wonder if Merkel is listening?Probably NOT. Time for the Germans to take back there country! #Germany #IllegalImmigration #IllegalImmigrants #Duetchland,mig,en,test,0,0,0
33978,#Immigrants Should Not Be Public Charges Burdening U.S Taxpayers if they need welfare-#SendThemBack #Trump #MAGA #RedNationRising #Immigration #NoDACA,mig,en,test,1,0,0
30542,@JohnnyMalc @OMGTheMess There are NO INNOCENT people in detention centres #SendThemBack,mig,en,test,1,0,0
34058,"""""""#Refugee"""" said """"I'll kill 10s of you, and then I go back. I can EAT HUMANS NOW."""" those #Rapefugees are #invaders, #pedophiles, #terrorists, #rapists, #cannibals, #jewish servants,!! #Islam is not a #ReligionOfPeace !#WhitePeople WAKE UP.!""",mig,en,test,1,0,1
31303,"""""""#refugee"""" said """"I will kill 10s of you and then go back"""" """"I can eat humans now"""" #Islam is not a #ReligionOfPeace - those #rapefugees are #invaders, #pedophiles, #terrorists, #cannibals, #jewish servants. They're here to exterminate #WhitePeople""",mig,en,test,1,0,1
31056,"This will happen here w more murders of Americans, if Democrats get their way!! Vote!!! Get out & VOTE this November!! #Midterms #MAGA #Trump #VoteDemsOut #America #Conservatives #StandWithTrump #standforAmerica #USA #IllegalAliens #BuildTheWall",mig,en,test,0,0,0
34109,@dghdavies @PrisonPlanet 10 in rapefugee years is usually 22 in German.,mig,en,test,1,0,1
32308,"When will #WeThePeople have enough of #CAIR & Muslims in our America? They came here not to assimilate, but to spread their vile Sharia Law, they need to #SendThemBack no one is above our #Constitution our laws. @POTUS close this down! Let them have not another inch!",mig,en,test,1,0,1
31924,"@Hamedmirpak @GuttedUnicorn @geertwilderspvv We don't want our countries to be over run with rapefugee parasite Moslem scum. You already have 57 countries, stay in those countries. Those countries suck because they are full of your type. #StopIslam #BanSharia",mig,en,test,1,0,1
33816,Oh hell no send the whole plane back smh #jfk #sickpeople #runningfever #nyc #dubai #sendthemback,mig,en,test,1,0,1
30912,"Your boats shall drown in the Mediterranean Sea and the rest of you, which had not assimilated into our society will leave immediately. #RefugeesNotWelcome #IllegalAliens",mig,en,test,1,0,1
30365,Oh ffs NO MORE MIGRANTS GO HOME,mig,en,test,1,0,1
31099,"This is a couple who just moved on in to Australia and thought if we behave ourselves and involve ourselves in the Community, and have a child here then we will be allowed to stay.Sorry - if that got you in we would be swamped with MILLIONS just like you.#SendThemBack.",mig,en,test,1,0,0
30810,@RealDonaldTrump Protect U.S Citizens Enforce U.S Laws Illegals are Not above U.S Laws #NoAmnesty No #DACA #SendThemBack #Trump #MAGA @AVIACUSA,mig,en,test,1,0,1
34085,#DACA is Illegal Will End- Because their Parents Are Criminals Crossing a Border Illegally or OverStaying their Visas Doesnt mean their kids get to stay Stop Rewarding Illegal #Immigration Enforce the Laws #NoDACA #NoAmnesty #Trump #MAGA #SendThemBack,mig,en,test,1,0,0
30601,"He's implying the Chemnitz demonstrators are nazis. They are family members, friends and general public who've had enough of the mass rapes and murder of children, relatives & friends by gimmigrant rapefugee invaders!",mig,en,test,1,0,1
34073,#DREAMER Stomps 83 yr old man to death in TXSSilvano Echavarria stomped the victims head 74 times and punched him 25 times before leaving his body in a parking lotHis rap sheetincludesother crimes.#MSMSilence#BuildThatWall,mig,en,test,1,0,0
32176,"And what is your message to our own CITIZENS, our veterans, our children and those living below the poverty line in California? #DeportThemAll #NoDACA",mig,en,test,1,0,1
33401,We dont want ppl from 3rd world shithole countries living here. .we have enough problems of our own #StopImmigration entirely. #deport them all.. #MAGA #KeepAmericaGreat #BUILDTHEWALL #GOP,mig,en,test,1,0,1
33035,@Ohio_Buckeye_US @Redtowel4 String him up to show the message that you will pay for your crimes in a COUNTRY where you are NOT supposed to be in!#BuildThatWall We are losing our legal citizens to those who should not be here in the first place! If they weren't here we would still have our loved ones!,mig,en,test,1,0,0
33144,Why do you lock your door?It's the same reason why we need to #BuildTheWall.We love & want to protect those inside our homes & country. We welcome those who enter America LEGALLY. #NoAmnesty #NoDACA #EndChainMigration #EndVisaLottery #MandatoryEverify #NoAnchorBabies,mig,en,test,1,0,0
32172,"@JeffPhillippo @4Freedom4ever @realDonaldTrump @FoxNews @foxandfriends @OANN #VOTE #GOP IN #DELAWARE @SenChrisCOONS @realDonaldTrump @foxandfriends #RESEARCH #Delaware #COONS #Carney #illegals #gangs,#wilmington #delaware #1 #CrimeTown look at fact #noSanctuary #nodaca #dems #drive #DELAWARE #BANKRUPT!#GANGS #DRUGS @theblaze @OANN TELL THE #TRUTH",mig,en,test,1,0,1
31904,"@feingold32 @bodysouls 1) #BuildTheWall, 2) #SecureOurBorders, 3) #EndTheVisaLottery, 4) #EndSanctuaryCities, 5) #EndChainMigration, 6) E-Verify, 7) Reform Asylum Laws, 8) #DeportAllIllegals, 9) #NoAmnesty, & 10) #NoDACA",mig,en,test,1,0,0
32701,"CBS: Driver an Illegal Alien was drunk, high at time of fatal Donna crash that killed 6 year old girl. Yet another victim whose life was stolen by an illegal alien.When will you end this?#BuildTheWall #NoAmnesty #NoDACA #DeportThemAll",mig,en,test,1,0,1
32081,'DREAMER' Repeatedly Raped Young Girl In North Carolina via @USIACrimeReport@realDonaldTrump@HouseGOP @SenateGOP#BuildTheWall #DeathPenalty#ChildRape#ProtectUS#KeepAmericaSafe#NoDACA,mig,en,test,1,0,0
31980,500 ex DACA Criminal Gang.Members still at Large.Will they get Amnesty too?@realDonaldTrump@HouseGOP @SenateGOP risk is just too great!#EndDACA #BuildTheWall #ReturnLawAndOrder#KeepAmericansSafe#EndChainMigration #EVerify#EnforceUSLaws,mig,en,test,1,0,0
30476,"<ILLEGAL ALIENS>If we want to make our voices heardand stop the Illegal invasion of America,If we truly want to tackle Illegal Migration, rememberAmnesty only entices it.We need to:#EndDACA#EndChainMigrationInsist there be#NoAmnesty #EndIllegalBirthrightCitizenship1/1",mig,en,test,1,0,1
31364,@OnlineMagazin The killed boy was a Cuban boy protecting a German girl from being raped by a rapefugee. But those honoring him with demonstrations are called extreme-right. So be it.,mig,en,test,0,0,0
31830,"DACA Dreamer on the run, allegedly wanted for murder @HouseGOP @SenateGOP#BuildTheWall #EndDACA Threat is just too great!#NoAmnesty #DeportThemAll #KeepAmericansSafeNowhere in US Constitution does it say to protect Illegal Aliens!",mig,en,test,1,0,1
31976,Illegal Aliens Who Murdered Man In North Carolina Captured via @USIACrimeReport#BuildTheWall #KeepAmericansSafe#EndDACA #DeportThemAll #DeathPenalty,mig,en,test,1,0,1
34510,Im literally counting down the days until the kids go back to school. #SendThemBack,mig,en,test,0,0,0
32822,Dreamers protest on Capitol Hill on DACA deadline day - ABC News - via @ABCIllegal Aliens make 'demands' on their host country!#NoAmnesty #EndDaca,mig,en,test,1,0,1
31746,American Citizens are being Victimized by Illegal AliensThe shocking findings by a new DOJ-DHS report. @HouseGOP#NoDACA #NOAmnesty #NoSanctuary #EndChainMigration#DeportThemAll #HonorYourOath#ProtectUSA#KeepAmericansSafeIt is your JOB!,mig,en,test,1,0,0
30453,"MS-13 spreads to 22 states, fed by 300,000 illegals, DACA recipients, tied to 207 murders@GOPLeader @HouseGOP@SpeakerRyan#NoDACA #NoAmnesty#DeportThemAll#BuildTheWallAmnesty creates more Illegal Migration, always has, always will.",mig,en,test,1,0,1
32134,Illegal Alien Stabbed Mother Of Five To Death In Missouri via @USIACrimeReportAnother needless death!@realDonaldTrump @HouseGOP @SenateGOP #BuildTheWall #EndDACA #DeportThemAll #KeepAmericansSafeStop the Assault from Illegal Migrants on US citizens!,mig,en,test,1,0,1
32363,#nonSense we do not want this in US. #MuslimBan no people from these countries should be allowed without proper vetting. It is really scary imagine #ShariaLaw#EndDiversity#EndChainMigration,mig,en,test,1,0,1
32084,#WhenIWentToTheMallI called @ICEgov to report every #IllegalAlien I saw and forwarded their photos and vehicle license plate information for arrest and deportation!#MakeAmericaSafeAgain#MAGA #WalkAway #WompWomp #BuildTheWall #DeportThemAll #DefundSanctuaryCities #EndDACA,mig,en,test,1,0,1
32544,@MeetThePress Just deport all these illegal aliens and their kids back to their 3rd world nation. #MAGA #BuildTheWall #NoDACA #NoAmnesty #DeportAllOfThem,mig,en,test,1,0,1
30759,"As President, Obama traveled the world & regularly criticized & apologized for U.S. policy & actions. Why in the world would the rest of the world respect us if our President didn't?#MAGA #KAG #POTUS #Trump #NEWS #VoteRed #NoDACA #WalkAway #AmericaFirst #USA #BackTheBlue",mig,en,test,1,0,0
32976,"The Hillary server/unmasking of U.S. citizens/FBI-CIA-DOJ conspiracy, perjury & obstruction - A SILENT COUP - to take down a U.S. President; by far the largest & deepest scandal to ever hit U.S. government.#MAGA #KAG #Trump #POTUS #NEWS #USA #WalkAway #DrainTheSwamp #NoDACA",mig,en,test,1,0,0
31442,We are living in dangerous times. Losing our identity while the #IllegalAliens steal them. They steal our jobs. #BuildThatWall #stopillegals #saveourjobs #MAGA #DrainTheDeepState #AmericaFirst #AmericansFirst,mig,en,test,1,0,0
30156,@SenKamalaHarris promoting a petition to stop Kavanaugh. She's intentionally misleading her clueless constituents to believe that a PETITION will stop Kavanaugh. How cynical; but typical of her tactics. #MAGA #KAG #POTUS #Trump #NEWS #VoteRed #NoDACA #WalkAway #AmericaFirst,mig,en,test,1,0,0
32777,"That 'anonymous source' piece in the NYT is so over-the-top & anti-#POTUS , it smells like Omarosa had something to do with it. #MAGA #KAG #POTUS #Trump #NEWS #VoteRed #NoDACA #WalkAway #AmericaFirst #USA #BackTheBlue #AllLivesMatter #DrainTheSwamp #LiberalismIsAMentalDisorder",mig,en,test,1,0,0
33206,"@marklevinshow , Chuck Todd will not debate you for the same reason that Carrot Top would not fight Mike Tyson in his prime. BOTH Todd & CT w/be decimated & never the same. Which in Todd's case w/be a good thing.#MAGA #KAG #POTUS #Trump #NEWS #VoteRed #NoDACA #WalkAway #USA",mig,en,test,1,0,0
31205,@ChadPergram Hey illegal alien invader Hugger @NancyPelosi #StopTheInvasion#DeportThemAll#NoAmnesty#BuildTheWall,mig,en,test,1,0,1
33875,WAKE UP AMERICA. We cannot continue to allow illegal aliens to stay in County. They are a real and present danger to LEGAL AMERICAN CITIZENS. #BuildThatWall #EndCatchAndReleash #DefundSantuaryCities,mig,en,test,1,0,1
30015,The Media is Lying about Chemnitz | Declinist Books Surge in Sales via @YouTube #defendeurope #stoptheinvasion #WhiteGenocide #openborders #multicultural #diversity #diversityisourstrength #germany #Chemnitz,mig,en,test,0,0,0
33054,"@mike_pence @RonDeSantisFL @RepJNunez @GOP 1) #EndHealthcareCartel, 2) #EndDACA, 3) Abolish #IranDeal, 4) #EndNAFTA, 5) #BuildTheWall, 6) #FairTax, 7) #DrainTheSwamp, 8) #FairTrade, 9) #BanIslam, 10) #LockHerUp, 11) #EndSanctuaryCities, & 12) #EndCorporateWelfare. #USA",mig,en,test,1,0,1
30223,@KamalaHarris Again going on record that you care more for illegals than US Citizens. Theyre here illegally! #NoDACA #NoAmnesty,mig,en,test,1,0,0
30088,"@V_actually @Eddie_and_Patti Absolutely! No DACA, No Amnesty, No Sanctury Cities, Deport All Illegal Aliens, Build The Wall! #MAGA #2A #NoDACA #DeportThemAll #BuildTheWall #OBAMAgate #StandWithICE #PEDOgate #LockThemAllUp #BanIslam #TRUMP2020 @POTUS @realDonaldTrump",mig,en,test,1,0,1
33028,"""@GOP Great tweet. Now get rid of RINOs Paul Ryan, Mitch McConnell and Lindsey Grahamnesty, REPEAL Obamacare and DEPORT Illegal Immigrants, INCLUDING so-called """"Dreamers."""" #NoDACA""",mig,en,test,1,0,0
32014,"@annika_vs @KTHopkins Looks like #LeftistsPreferIllegalAliens in Europe as well as in the USA.""Migrant"" has allegedly been using legal loopholes to stay in Germany despite having a staggering 542 criminal investigations against him.#GlobalistAgenda",mig,en,test,0,0,0
34227,#BuildTheWall from the Pacific Ocean to the Gulf of Mexico - #Deport all illegals and their families - #NoDACA #NoAmnesty - #ProudAmerica #AmericaFirst #VoteRed,mig,en,test,1,0,0
31765,"Another one of @NancyPelosis Dreamers has murdered 3 people n Arizona, one of them a baby.#NoDACA #NoAmnesty #BuildTheDamnWall #AmericaFirst",mig,en,test,1,0,1
32036,"@JuiceOne92 @YouAreWho4 @ShylaMurcia @TalibKweli @ShadyCrocket @RightWingWook @AnnKell65147317 @ThomasEWoods @EricDJuly Where Hillary is president, autistikas are real hate crimes, and there is no rapefugee crisis in Europe.",mig,en,test,0,0,0
31512,@FAIRImmigration #Immigration will decide the fate of our nation. #StopTheInvasion,mig,en,test,0,0,0
33825,"""Presidential determination for the number of refugees that COULD be admitted to the US in coming fiscal year """"due Sept. 30""""? via @refugeewatcher @POTUS #NOMORERefugees #NOmoreSomaliRefugees @RepTomEmmer Where the heck r u??""",mig,en,test,1,0,0
30713,"Another day, and another one of @NancyPelosis pedophile Dreamers have raped another little girl.Polk Sheriff: Illegal Alien Arrested for Rape of 8-Year-Old Girl in Florida#NoDACA #NoAmnesty #BuildTheDamnWall #ThanQ #QAnon",mig,en,test,1,0,0
31243,@CNN @FoxNews @ABC @CBSNews @NBCNews @realDonaldTrump Build Wall/EndDACA/End Sanctuary Cities/End Chain Migration/Pass Raise Act/Enact E-Verify/Enforce Travel Ban/Require Photo ID To Vote/Stop Diversity Lottery Immigration/Require Photo ID To Vote/End Diversity Lottery,mig,en,test,1,0,0
32682,@realDonaldTrump needs to send in the Military to the southern border stop this invasion of America from the 3rd world. #MAGA #BuildTheWall #NoDACA #NoAmnesty #DeportAllOfThem,mig,en,test,1,0,1
33492,Subway in Western Europe vs Subway in Poland via @YouTube #defendeurope #stoptheinvasion #WhiteGenocide #openborders #multicultural #diversity #diversityisourstrength,mig,en,test,0,0,0
31749,Please donate to stop the Illegal Invaders and help #BuildThatWall@realDonaldTrump #MAGA#WWG1WGA,mig,en,test,1,0,1
31319,The Last Refuge has a fantastic collection of reports on a business model that profits from illegal immigration. #UniParty #RobbingUsBlind #EndChainMigration#tcot #ccot #pjnet #qanon,mig,en,test,1,0,1
33120,@MPSWestminster @DavidVidecette @peterallenparis @DCHugh58 @MetCycleCops @MPSStrndWthall 12 weeks in prison funded by the great British public #sendthemback,mig,en,test,1,0,1
33970,How often does this have to happen??. #BuildThatWallCriminal Illegal Alien Accused of Sexually Assaulting Eight-Year-Old Florida Girl,mig,en,test,1,0,0
33575,@ShannonBream Illegals can reunite back across the border in Mexico! We dont need the extra crime that the illegal or refugees invaders bring to America.#NoDACA #NoVisaLottery #NoBenefits4Illegals #NoChainMigration #BuildTheWall #E-Verify @MargaretClancy @nickie_greer @mitchellvii,mig,en,test,1,0,1
32571,"Thank you so much for this link, Lisa.I''ve suspected 4 awhile that the Zionist #Globalists were orchestrating the rapefugeeinvasion of #Europe . Even as nationalismseems 2 be gaining some momentum, I'mvery concerned that they too have beenco-opted by Bolshevik Zionism.",mig,en,test,0,0,0
30087,"@AupolNews They go back for holidays, they get sent back there to Schools.So #SendThemBack.",mig,en,test,0,0,0
31393,"@Trumpedup15 @HoopsPlayer1221 @conservmia @Megan4MAGA They are ILLEGALS, which means they are criminals. Nothing wrong with putting their butts in prison or better yet #DeportThemAll and #BuildThatWall",mig,en,test,1,0,1
33252,Arizona Border Cams Capture 25 Straight Minutes of Rapists & Murderers Crossing Border Illegally #BuildThatWall,mig,en,test,1,0,1
31808,@DRUDGE_REPORT Looks like an army!!! #BuildThatWall,mig,en,test,1,0,0
33473,"@FAIRImmigration @Reuters @SusanJCornwell @robertarampton Good shut it all down let's get this wall built, if was up to me illegals would leave this country by Catapulting not ICE. #DeportByCatapulting #StopOpenBorders #BuildThatWall #MAGA",mig,en,test,1,0,1
30381,Danger Treasonous individuals paid for by Soros and globalist @potus @realDonaldTrump #LockHerUp #BuildTheWall #BoycottNike #BoycottNFL #EndDACA now !!!!!,mig,en,test,1,0,0
33803,About Time! Non Citizens and DACA Illegals Who Voted Must be Arrested For Voter Fraud Serve their time then Deported ASAP All Forms ask you to Swear Your a Citizen they lied ! #SendThemBack #Trump #MAGA #RedNationRising #Immigration,mig,en,test,1,0,0
31543,"Aren't u one of the low life scum who defends people bringing fentanyl into this country from Mexico?Sorry, but I won't apologize for being MORE concerned abt the 70,000 ppl dying from drug overdoses than people sneaking into the country illegally#BuildTheWall #BuildThatWall",mig,en,test,1,0,1
30363,People Are Waking Up Politicans are Protecting Illegal Immigrants Not their Citizens for Some Globalist Cheap Labor Scheme @RealDonaldTrump Had the Guts to Tell the Truth #MAGA #SendThemBack #Sweden via @MailOnline,mig,en,test,1,0,1
32824,"Good Job @ICEgov No Illegal Alien Can Think They are Welcome in the U.S Burdening U.S Taxpayers Find them, Arrest Them and #SendThemBack #Trump #MAGA #RedNationRising",mig,en,test,1,0,1
33418,@A_Olives3 #BuildThatWall send her back hommeeeee! Hahaha,mig,en,test,1,1,1
30349,Keep them bottom feeders out of our country! #BuildThatWall #SecureOurBorers,mig,en,test,1,0,1
32760,MS13 are animals! #ICEHeroes #MS13Animals #DeportIllegals #BuildTheWall #EndChainMigration #EndLotteryVisas #DrainTheSwamp #VoterID #SupportTheBlue #AmericansFirst #MAGA #LawAndOrder #VoteDemsOUT #VoteRed2018,mig,en,test,1,0,1
33555,"Complete disgust. #Democrats this is on you. #IllegalAliens are invaders, race regardless #deathpenalty",mig,en,test,1,0,1
34442,@GregAbbott_TX @abc13houston #BuildThatWall and #DeportThemAll so we can stop worrying about paying TWICE AS MUCH FOR EDUCATION.,mig,en,test,1,0,1
32889,"Another fine example of why illegal aliens are problem. If your here illegally, why would you want to draw attention to yourself this way. Illegal aliens have no fear of our legal system & only care about themselves. Awful way to die #BuildThatWall",mig,en,test,1,0,0
33475,Thank You #ICE !! #BuildThatWall !,mig,en,test,1,0,0
31920,"They cant even grant us a small Hebridean island to be away from all the poisons of modernity, they are now importing their rapefugee armies to every corner of this island, this is about destroying us, nothing less.",mig,en,test,1,0,1
34436,#sendthemback take care of your #people @ScottMorrisonMP @PeterDutton_MP,mig,en,test,1,0,0
31704,@SenSchumer These so called dreamers had 5 years to register they didn't. #EndDACA Democrats against American Citizens,mig,en,test,1,0,1
30217,Meanwhile in Spain..#stopimmigration,mig,en,test,0,0,0
33109,"Congratulations to President Trump and to the United States of America for taking back our country from the illegal aliens. 191,000 illegal invaders have been arrested and deported so far this year to date. We must go faster to get them all. This is GREAT start! #MAGA #NoDACA",mig,en,test,1,0,1
